feature,f_value,p_value
Q45_3a4_④ 보통,25.882854996533762,1.269292057384383e-34
Q59a2_④ 보통,25.799367518418837,1.659913863982524e-34
H3a1_② 대체로 그렇다,25.78700090016948,1.7272158738554204e-34
Q40_④ 위험이 약간 줄었다,25.771632032030954,1.8146734734070537e-34
Q17a4_④ 보통,25.68164176290278,2.423338675110057e-34
DM33_북수원생활권,25.651803674909615,2.667271380295583e-34
Q2a3_⑨,25.45734689720364,4.983744988506104e-34
Q18a6_③,25.40329931080814,5.92957714834808e-34
Q60a8_④ 보통,25.35985391168616,6.818528828519367e-34
"Q14_1_가족, 지인 거주",25.327687273890625,7.561532397751567e-34
H6_연립·다세대 주택,25.26416899273774,9.275011282355977e-34
DM10_연립다세대주택,25.26416899273774,9.275011282355977e-34
Q3_행복한 가정,25.19267120510045,1.1672655647457495e-33
Q60a5_④ 보통,25.17725863941633,1.22658074369107e-33
Q59a7_⑤,25.117069715290693,1.4885529429590848e-33
Q60a6_④ 보통,25.04748506712856,1.861925525352895e-33
Q47a1_있다,25.020847708816472,2.0284861402006172e-33
H3a1_③ 보통이다,24.96723087238619,2.4103078081309173e-33
Q18a2_⑥,24.925037846749678,2.760687630949548e-33
DM7_10~20년 미만,24.864168534863744,3.357822569979652e-33
Q18a1_④ 보통,24.80524751574282,4.0586466731894095e-33
Q42_④ 나쁘다,24.78396189625521,4.346326740638446e-33
Q60a3_⑤,24.761035575517763,4.679038980274474e-33
Q17a4_⑥,24.751993553336863,4.817159476626331e-33
Q1a4_⑥,24.72866301405017,5.192675324458357e-33
DM7_5~10년 미만,24.698634622210797,5.719412899615975e-33
Q42_② 좋다,24.62244207155315,7.308445475574595e-33
Q36_4a4_⑦ 적극적으로 실천한다,24.614101513000264,7.507249072862757e-33
Q60a9_④ 보통,24.58651024921142,8.204269422040667e-33
Q4a2_④ 보통,24.58421674930291,8.265043657936803e-33
Q60a10_⑥,24.55951888473356,8.948735092101048e-33
Q18a2_⑦ 매우 만족한다,24.46801438954413,1.2012988149236421e-32
DM9_20년 이상,24.24881614974556,2.4325132983386833e-32
Q39a2_⑦ 매우 만족한다,24.215032230973154,2.711973788756909e-32
Q60a1_⑥,24.16574248185817,3.1783065449775566e-32
DM7_30~40년 미만,24.062314330267085,4.43410050864327e-32
Q19a2_④ 보통,23.84616292833377,8.89336568904356e-32
Q59a7_④ 보통,23.742462188027275,1.241938011691938e-31
Q21a2_⑥,23.690855057754824,1.466498723769641e-31
DM32_장안구 정자3동,23.663727618644394,1.6003891237298806e-31
Q47a1_없다,23.63733052755547,1.7424038423386085e-31
Q21a2_④ 보통,23.604771138587704,1.9350528507678417e-31
"Q45_1_아동 대상 시설(어린이집, 다함께 돌봄센터 등)",23.57756241848571,2.1122890545975857e-31
Q17a6_③,23.552601334305407,2.2891307608183874e-31
Q18a1_⑤,23.54488983532577,2.3467029732044764e-31
Q4a8_⑦ 매우 만족한다,23.53710020223081,2.4063290899218783e-31
Q38a4_④ 보통,23.441171515026678,3.2775968518376946e-31
Q36_4a1_⑦ 적극적으로 실천한다,23.409114101279012,3.634169019839052e-31
Q59a12_④ 보통,23.39239332997722,3.835293790317866e-31
Q8_준비하고 있다,23.387349644953513,3.8981196743631357e-31
Q8_준비하고 있지 않다,23.387349644953368,3.898119674364521e-31
Q8_1m1_(결측),23.387349644953368,3.898119674364521e-31
Q48_2_하루에 한번,23.38113756430269,3.976916045455514e-31
DM32_영통구 망포1동,23.38040088471407,3.986365416417363e-31
H9_1r2_생활비 마련,23.34634619182066,4.448601652968527e-31
DM33_화성생활권,23.32926943016015,4.700200555820598e-31
Q45_3a8_④ 보통,23.324280448544688,4.776356846471684e-31
DM11_전세,23.28571046179416,5.408331486062913e-31
H7_전세(월세 없음),23.28571046179416,5.408331486062913e-31
H0a12n3_대학(4년제) 졸업,23.252145785388947,6.025983446022669e-31
Q45_3a7_⑦ 매우 충분하다,23.041386222237094,1.1883901564953047e-30
H10r2_사교육비,22.970189923947494,1.4948612561412054e-30
Q60a5_⑤,22.961987622505763,1.5349021118060925e-30
Q17a5_③,22.943875852208024,1.6271585540618403e-30
Q30a2_맨손체조나 공원 내 운동기구 이용,22.92814584660246,1.7117717548195106e-30
Q44a3_일주일 미만,22.924820953289483,1.7302125952604584e-30
H10r3_통신비,22.89136445074245,1.9272001543902777e-30
Q2a4_⑧,22.885034856497942,1.9669176329967718e-30
Q48_2_2-3일에 한번,22.868725119193517,2.073073287390325e-30
H8_300만원 이상 ~ 400만원 미만,22.816063395392998,2.4565549926098323e-30
DM13_300만원 이상 ~ 400만원 미만,22.816063395392998,2.4565549926098323e-30
Q45_3a7_④ 보통,22.786847736021908,2.699116754325614e-30
"Q55m1_동창회, 향우회 혹은 종친회",22.734541265685166,3.19478060496442e-30
Q59a6_⑥,22.69289136780922,3.6538048920046096e-30
"Q13_생활여건(교통, 문화, 편의시설 등)",22.643237308302112,4.288021229955284e-30
Q15_통학(학교 등교)을 한다,22.637903583117204,4.362383696754547e-30
Q11a5_100만원 미만,22.59994947186166,4.93013167192449e-30
Q45_3a5_⑦ 매우 충분하다,22.565656488927445,5.506416387359372e-30
H2a2_잘 모르겠다,22.53608338936772,6.0572111905105e-30
"Q8_1m1_국민연금, 사립교원연금, 공무원연금, 군인연금",22.517856517170983,6.42379428554538e-30
Q44a2_일주일 미만,22.515978284973176,6.462808727376898e-30
DM32_Others,22.428411831265528,8.570884741628475e-30
Q11a2_소득  없음,22.422020206669632,8.749335588754295e-30
Q44a6_일주일 미만,22.399366504069622,9.412276246044249e-30
H10r1_사교육비,22.30194114340412,1.2885914917794654e-29
Q45_3a5_④ 보통,22.22351721385873,1.659342791284524e-29
H3a2_③ 보통이다,22.2102540870316,1.731847873302433e-29
Q4a10_④ 보통,22.175789737251034,1.9354159293393794e-29
H2a1_잘 모르겠다,22.163926962381513,2.0108860415203773e-29
Q59a12_⑥,22.06378737121051,2.7773650556861126e-29
Q9a5_③ 보통,21.956561490440507,3.924766958567023e-29
Q9a5_②,21.945353435446613,4.0692330478961416e-29
Q2a1_⑥,21.879059420897132,5.039303444660061e-29
Q17a2_⑥,21.867292565594767,5.234229652636995e-29
Q45_3a4_⑦ 매우 충분하다,21.821499401954295,6.06733796685908e-29
"Q45_2_어르신 지원(노인돌봄, 노인일자리, 노인 여가 및 문화 지원 등)",21.76589126665712,7.25929985234909e-29
H10r3_사교육비,21.71181572687709,8.642655311951961e-29
Q4a6_⑦ 매우 만족한다,21.663402990973754,1.0103437055381735e-28
Q29_어린이공원 및 소공원,21.658086848382272,1.027819175933127e-28
Q18a5_⑦ 매우 만족한다,21.638708779246254,1.0941185256872188e-28
Q41_③ 현재와 비슷할 것이다,21.570218571470686,1.3646406221633135e-28
Q55m1_없음,21.43931607651003,2.0817221925552517e-28
Q36_2a3_① 전혀 실천하지 않는다,21.424488249371137,2.1837285655637526e-28
Q50a5_⑥,21.42036451385359,2.212975603048525e-28
Q58_③ 보통이다,21.34787597944669,2.7960589735823624e-28
SCORE1_보통,21.34787597944669,2.7960589735823624e-28
Q17a2_④ 보통,21.29830893782726,3.2809636866881086e-28
Q59a12_⑤,21.2929971517284,3.3376793427046218e-28
Q17a4_③,21.271244014142717,3.5803595006493504e-28
"Q25m1_운동경기장（축구, 농구，야구 등）",21.261516877832033,3.694512260336541e-28
Q43_④ 매우 이용하기 쉽다,21.105671325925247,6.1087400304164195e-28
Q50a4_⑥,21.09720036284679,6.27802466183004e-28
Q59a2_⑤,21.046891516528113,7.38461762686301e-28
Q59a10_⑤,21.002608422862302,8.519025667009186e-28
Q36_1a1_⑥,20.932681246439397,1.0675658494370947e-27
DM31_영통구,20.921074428794892,1.108312662774624e-27
DM3_영통구,20.921074428794892,1.108312662774624e-27
Q26r2_(결측),20.90751183576385,1.1579003385553955e-27
Q26r1_어려움을 느낀 점이 없음,20.90751183576385,1.1579003385553955e-27
"Q15_1_서울, 인천 등 경기도 외 지역",20.905281845514423,1.1662634777860112e-27
Q49a1_⑥,20.868844289635152,1.3117984660877464e-27
Q50a6_⑥,20.83221469246459,1.4764125908892712e-27
Q45_4r1_일자리 지원,20.804369681122104,1.6152376246016027e-27
Q1a5_③,20.785323758938087,1.7176405403385127e-27
Q60a6_⑥,20.76523060387481,1.832720740234349e-27
Q4a1_④ 보통,20.73465819676701,2.0227832618349026e-27
Q18a6_⑦ 매우 만족한다,20.699295327218138,2.267347073110763e-27
Q39a2_④ 보통,20.679838855843887,2.4142976511760395e-27
Q36_3a2_⑥,20.60283909543467,3.0954705904387818e-27
Q2a5_⑨,20.597065000487625,3.1537030468427702e-27
Q1a1_④ 보통,20.481838642576623,4.574564000256535e-27
Q36_1a4_④ 보통,20.414095751505705,5.692703868943074e-27
Q4a6_④ 보통,20.28904496107093,8.52384223304759e-27
Q11a5_소득  없음,20.285250260798378,8.62890316143858e-27
Q50a2_④ 보통,20.267115814175412,9.149141017701088e-27
Q27a1_④ 보통,20.182022449919696,1.2041622913985745e-26
Q4a8_④ 보통,20.08680991544794,1.63750420885552e-26
Q12a2b2,20.057491784716497,1.8000742385795027e-26
H2a2_③ 보통,20.03606837021493,1.928986811658929e-26
Q37r1_탄소중립 포인트제도 확대 및 탄소중립 지원센터 운영,20.017049038952894,2.0511500563852778e-26
Q44_1r1_게임이나 인터넷을 활용한 오락활동,19.916478423628185,2.838030315581777e-26
Q33a3_① 전혀 심각하지 않다,19.825476845221754,3.8073576429422676e-26
Q48_1_2-3일에 한번,19.769236633752556,4.5655011920601633e-26
H3a2_② 대체로 그렇다,19.768557585614506,4.575522434327347e-26
Q36_3a3_⑦ 적극적으로 실천한다,19.69202727864363,5.85815056866059e-26
Q2a3_⑧,19.687691064976985,5.940751231455562e-26
Q36_2a1_비해당,19.65854070825238,6.52709975941264e-26
Q18a5_⑥,19.6338109094239,7.069688820038439e-26
Q39a1_④ 보통,19.61067821823793,7.61799856899233e-26
Q60a9_⑤,19.38635972011573,1.5719208554013452e-25
H4_아니오,19.36651100980328,1.6759768376501315e-25
H4_예,19.366511009802238,1.6759768376558476e-25
Q38a2_⑥,19.31514106505685,1.9783987829107126e-25
Q40_③ 5년 전과 비슷하다,19.24039723348036,2.518506559649354e-25
Q62_2op_Others,19.209402311591802,2.7836490985451862e-25
Q57_⑤,19.18972673870681,2.9662674430983377e-25
Q33a2_⑦ 매우 심각하다,19.186547344937082,2.99688136336542e-25
Q55m1_종교 모임,19.18592658406646,3.0028953474731047e-25
Q17a5_⑦ 매우 잘 구축되어 있다,19.172845007067103,3.132475980905239e-25
Q11a1_200~ 300만원 미만,19.148781711544117,3.3856172032124466e-25
Q11a2_100만원 미만,19.132564649562276,3.5676586033886864e-25
Q18a4_⑦ 매우 만족한다,19.084750739137515,4.163377293250333e-25
Q60a10_⑤,19.081225739940695,4.211044837246952e-25
Q60a2_⑤,19.077790548515562,4.258023000907096e-25
Q45_4r1_보호 및 돌봄요양 지원,19.05753137114221,4.545935136604005e-25
Q45_3a1_⑦ 매우 충분하다,19.05152883067304,4.634921002302059e-25
Q9a1_②,18.998623109176485,5.498545605184821e-25
Q17a2_⑦ 매우 잘 구축되어 있다,18.99409356394241,5.5795735174506365e-25
Q18a2_④ 보통,18.925463006662355,6.964074929451897e-25
Q12a1b2,18.892062791934645,7.757318700571592e-25
Q36_1a4_⑥,18.86304448652362,8.519495267137619e-25
Q1a3_④ 보통,18.857531833367947,8.672536919356366e-25
Q15_5_많은 환승 횟수,18.80680952535337,1.0216258288274655e-24
Q39a3_⑦ 매우 만족한다,18.78275678766248,1.1041540787931534e-24
Q18a4_⑥,18.767341156734805,1.160520035010111e-24
Q4a3_⑦ 매우 만족한다,18.734442695819663,1.2906198178363838e-24
Q44a4_일주일 미만,18.639822160372063,1.7519470797401203e-24
Q38a5_⑦ 매우 안전하다,18.63258059272138,1.7934062632863366e-24
Q50a2_②,18.626692378112885,1.827839459403748e-24
Q40_비해당(거주기간 5년 미만),18.59816020164121,2.004287717911131e-24
Q45_3a2_⑥,18.55073663222115,2.336045529131563e-24
Q36_2a1_④ 보통,18.520120948276553,2.5788509480514767e-24
H10r3_경조사비,18.450997102359576,3.223943937082753e-24
Q4a2_⑥,18.41990810906461,3.564484790773926e-24
Q19a1_⑤,18.417399238470416,3.593486558401804e-24
Q60a6_⑤,18.384225740169278,3.99990272815944e-24
Q36_1a3_⑥,18.367828978137286,4.217447415725249e-24
Q32_⑤ 매우 만족한다,18.336022038039637,4.673759205146362e-24
Q60a3_⑥,18.28852212826836,5.4487415885405535e-24
Q62_1op_친환경정책,18.255677048848135,6.058558696005258e-24
Q30a2_어린이 놀이터 이용,18.226781665618763,6.651231887531093e-24
Q36_2a3_⑤,18.22371563362459,6.717426824372575e-24
Q1a2_⑥,18.163154919064105,8.168722738727593e-24
Q53_④ 보통,18.157844173263566,8.310052783713243e-24
H0a9n2_남,18.120376783988746,9.379097091773075e-24
Q59a1_⑥,18.044813154273484,1.1971752182581242e-23
Q50a2_⑥,18.03554397530144,1.233559312281136e-23
Q60a4_⑤,18.035156299758928,1.2351049067805218e-23
Q59a11_⑤,18.018771857502838,1.3022281555355556e-23
DM172_부부 중 한 명이라도 60대 이상이며 미혼자녀 동거,17.987356804906977,1.441300220651465e-23
DM171_부부 중 한 명이라도 60대 이상이며 미혼자녀 동거,17.987356804906977,1.441300220651465e-23
Q60a7_⑥,17.98318242687248,1.4608648781583946e-23
Q15_2_자차(승용차),17.979905313307086,1.4764101009392627e-23
Q18a2_⑤,17.971881589999757,1.5151731191594768e-23
Q60a8_⑥,17.960392414800285,1.5724565459975287e-23
Q2a1_⑤ 보통,17.920148274563598,1.7907333668093878e-23
Q60a8_⑤,17.905280681910607,1.878825090970759e-23
"Q23m1_대중공연 관람(쇼, 콘서트, 마술쇼 등)",17.89915079986821,1.9163948846338404e-23
Q38a3_⑦ 매우 안전하다,17.886688936594766,1.9951051649904333e-23
Q57_⑥,17.863780785212473,2.1483251606961406e-23
DM7_40~50년 미만,17.751847063141863,3.0839941376058605e-23
Q49a4_⑥,17.73116525861192,3.297042436256416e-23
Q2a1_⑨,17.682529040714243,3.8578721820768365e-23
Q28_매일(주 4회 이상),17.628208008394356,4.597746283598099e-23
Q36_1a1_⑤,17.593151109930165,5.1489628949305855e-23
"H8_1,000만원 이상",17.57626181944972,5.43764079777988e-23
"DM13_1,000만원 이상",17.57626181944972,5.43764079777988e-23
Q49a5_⑥,17.572506342776187,5.503999025426666e-23
Q59a11_⑥,17.563308647772804,5.669960170576724e-23
Q50a2_⑦ 매우 동의한다,17.551566995640158,5.889115470647242e-23
"H3_1r1_안전해서(치안, 유해시설, 폭력, 교통안전 등)",17.508945543368664,6.758263760979628e-23
Q36_2a3_비해당,17.491397286850557,7.152369752746483e-23
H8_100만원 미만,17.491366365003252,7.153084109119303e-23
DM13_100만원 미만,17.491366365003252,7.153084109119303e-23
"Q14_1_학교, 직장, 사업장 위치",17.47018175969992,7.659646928378114e-23
Q33a4_⑦ 매우 심각하다,17.454505442300437,8.057451390079113e-23
Q1a4_④ 보통,17.39227164039281,9.851256118512585e-23
Q59a7_⑥,17.374499557879975,1.043325770071624e-22
Q44a5_일주일 미만,17.361791767780197,1.0870379163095332e-22
Q9a4_③ 보통,17.350614599154575,1.1269962478304298e-22
Q1a7_②,17.278420257148777,1.4229376273194165e-22
Q9a4_②,17.27523444010842,1.4376541332457616e-22
Q16_도보 이동,17.14014349872493,2.2240038674674475e-22
Q59a2_⑥,17.123303295272574,2.3483104900452218e-22
Q36_1a3_④ 보통,17.105588184504207,2.4865805583595266e-22
Q59a4_⑤,17.049422849002955,2.981114577609489e-22
Q17a4_⑦ 매우 잘 구축되어 있다,17.046338822146797,3.010954661713431e-22
Q1a1_⑤,17.020449451517635,3.2735245143923884e-22
Q17a6_⑦ 매우 잘 구축되어 있다,16.976867482483,3.768263957783121e-22
Q5_1_직장불안정 또는 일자리 부족,16.965880313145934,3.9043721714412155e-22
Q36_1a2_⑤,16.962647282513878,3.945350929947244e-22
Q59a9_⑥,16.917545133133004,4.563966138385914e-22
Q30a2_벤치나 정자 등 휴식시설 이용,16.906828453717672,4.724682953140916e-22
Q49a6_④ 보통,16.878219552390732,5.1819917473394735e-22
H8_600만원 이상 ~ 700만원 미만,16.877417444470925,5.195432059576895e-22
DM13_600만원 이상 ~ 700만원 미만,16.877417444470925,5.195432059576895e-22
Q10_4_공사 등 공기업,16.84935679963339,5.688220515109429e-22
DM122_공사 등 공기업,16.84935679963339,5.688220515109429e-22
"Q14_1_쾌적한 자연환경(공원, 녹지 등)",16.77939534062977,7.130090596510548e-22
Q49a4_②,16.710073604839877,8.918958672523182e-22
Q17a5_⑥,16.609565368279537,1.2338598440898251e-21
SCORE1_관심 없음,16.60117701080079,1.2677374672315978e-21
DM32_권선구 서둔동,16.59301617140327,1.3015885555772289e-21
"Q35_불편하지만, 동참해야 한다",16.583385252906513,1.3427020181793116e-21
Q28_1주일에 1~3회,16.57514733604574,1.378897690618859e-21
Q45_3a2_④ 보통,16.531002089626725,1.5901505720195222e-21
DM5_이혼,16.494073264228575,1.791528700547603e-21
Q36_1a2_④ 보통,16.490631387411,1.8115498666972157e-21
Q32_(결측),16.47171868534342,1.925623307908851e-21
Q31_없다,16.47171868534342,1.925623307908851e-21
Q31_있다,16.471718685343212,1.9256233079101642e-21
Q43_③ 다소 이용하기 쉽다,16.377112528807253,2.613562984760809e-21
Q36_4a3_⑦ 적극적으로 실천한다,16.369872589452306,2.6753767554943754e-21
Q39a3_④ 보통,16.323319058011283,3.1092980047696694e-21
DM31_권선구,16.231805156100663,4.178100233635362e-21
DM3_권선구,16.231805156100663,4.178100233635362e-21
Q59a10_④ 보통,16.218302177466803,4.3642698201810505e-21
"Q25m2_주제공원(역사공원, 수변공원, 체육공원 등)",16.069067723864944,7.065557239539125e-21
"Q22m1_미술관, 전시회 관람(미술, 사진, 건축, 디자인 등)",15.97724823085859,9.50328087501178e-21
Q10_5_전문가 및 관련 종사자,15.938096853023456,1.0783507241759641e-20
DM12_전문가 및 관련 종사자,15.938096853023456,1.0783507241759641e-20
Q4a1_⑤,15.928026171809705,1.1139814217584091e-20
Q36_4a1_⑥,15.90249054196343,1.2096939492427069e-20
Q54a2_비정기적으로 진행했다,15.863470457968372,1.372067147786488e-20
Q59a3_⑥,15.841311277508593,1.4737993094457842e-20
Q2a5_⑧,15.819567308769276,1.58095259131963e-20
Q60a11_⑤,15.790393788166561,1.7370540617629564e-20
Q62_2op_환경문제,15.785384655024636,1.7653665532700672e-20
Q2a2_⑤ 보통,15.723301206318212,2.1570413400077e-20
"Q35_불편하지 않으며, 동참해야 한다",15.706593547479692,2.276550464723139e-20
Q45_4r2_신체건강 및 보건의료 지원,15.679427909624096,2.4851594706636206e-20
H0a12n2_중졸 이하,15.647195468311486,2.7576060421723796e-20
Q1a6_②,15.643141135670225,2.7939255060643946e-20
Q36_4a4_⑥,15.57662845866102,3.4628793901490934e-20
Q59a3_⑤,15.569373290668741,3.544914407009107e-20
Q33a5_① 전혀 심각하지 않다,15.555868748281156,3.702821051147528e-20
Q62_2op_안전문제,15.489092970628018,4.5932264651200624e-20
Q36_4a2_⑥,15.460739707612762,5.033302259616882e-20
Q36_3a1_⑥,15.401098714049436,6.101446931025613e-20
H0a12n2_대학원 졸업 이상,15.386482572763212,6.39609670841128e-20
Q33a3_④ 보통,15.346233653650543,7.283098166574129e-20
ws,15.300745325969634,8.434455262427242e-20
wg,15.300744842536623,8.434468418281395e-20
Q60a5_⑥,15.270590803694784,9.296295792825015e-20
Q53_⑤,15.233212640852429,1.0487769805057723e-19
Q36_3a1_④ 보통,15.203308398474569,1.155002359538297e-19
Q38a5_④ 보통,15.192481746686829,1.196057723617973e-19
Q17a4_⑤,15.130934300264421,1.4587595142690065e-19
"Q15_2_시내버스, 마을버스",15.123107170728012,1.4960620873076966e-19
Q4a1_⑦ 매우 만족한다,15.092640551673545,1.650566424909328e-19
Q59a5_⑤,15.090142401563167,1.6639214970978295e-19
Q33a5_④ 보통,15.008307774019931,2.1665855491563552e-19
H0a12n3_전문대 졸업,14.978975417648181,2.381582562656898e-19
Q19a2_⑤,14.97622536699838,2.4028018018534583e-19
Q15_2_지하철,14.905079808097081,3.022566754207815e-19
H3a1_④ 별로 그렇지 않다,14.882500105778094,3.250896732363747e-19
Q38a1_⑤,14.82810684493629,3.874257653048724e-19
"Q29_산책로(하천변, 가로숲길 등)",14.815991310960245,4.028630147110924e-19
Q1a5_②,14.805371455334546,4.1689941474486794e-19
Q59a8_⑤,14.789168673875672,4.392625170160185e-19
Q36_4a3_⑥,14.788272314321075,4.405341026963737e-19
Q17a5_②,14.721653813751942,5.461073746485579e-19
Q2a3_⑥,14.71160380028325,5.640951808916837e-19
Q33a3_⑦ 매우 심각하다,14.667809060399334,6.496539107976945e-19
Q49a6_⑤,14.59920374820548,8.104945098666779e-19
Q9a1_④,14.572432160727905,8.83560465151074e-19
Q42_① 매우 좋다,14.482284959909675,1.1815545502157521e-18
Q18a4_③,14.387566229229556,1.6034563536828033e-18
Q2a1_⑧,14.360117735269155,1.751786933937925e-18
Q36_3a3_⑥,14.351365781988356,1.8019076963540616e-18
Q59a9_⑤,14.348552898079276,1.8183189883763446e-18
H10r1_식비(외식비 포함),14.332776572657142,1.9131712339871838e-18
DM32_장안구 정자1동,14.297162326467713,2.145878705817772e-18
Q51_3a5_아니다,14.266620603184542,2.3678509205043006e-18
Q51_3a5_그렇다,14.266620603183878,2.3678509205090284e-18
Q60a7_⑤,14.241474065260375,2.5677375006445275e-18
Q14_거주할 의향이 있다,14.229256324967158,2.6708575147947975e-18
Q14_거주할 의향이 없다,14.22925632496678,2.6708575147983085e-18
Q14_1_(결측),14.22925632496678,2.6708575147983085e-18
Q18a3_③,14.227292628278969,2.6878133541342842e-18
DM32_장안구 조원1동,14.180444107222009,3.125835311723988e-18
"H10r2_주거비(월세, 이자, 공과금 포함)",14.167143878044211,3.262719291163811e-18
Q18a6_②,14.114833669509109,3.861751697029909e-18
Q59a10_⑥,14.106251887539099,3.970027083205136e-18
Q36_2a2_⑤,14.090309744723323,4.1792861638032904e-18
Q38a2_③,14.056848421852239,4.655052556432217e-18
"H3_1r2_자녀 교육 환경이 좋아서(학교, 학군, 학원 등)",14.049014885832202,4.77403662819839e-18
Q9a3_③ 보통,14.021854218663755,5.210622947830194e-18
DM13_700만원 이상 ~ 800만원 미만,13.93967141241093,6.7900477400688685e-18
H8_700만원 이상 ~ 800만원 미만,13.93967141241093,6.7900477400688685e-18
Q17a6_②,13.933597288776534,6.924217052305547e-18
Q56_④ 충분하다,13.926487107142954,7.08464170390796e-18
Q49a3_④ 보통,13.90929449651951,7.488073467699818e-18
Q33a6_① 전혀 심각하지 않다,13.88586515228676,8.075071959566593e-18
Q25m2_생활권공원(근린공원，소공원，어린이공원 등),13.875563218588367,8.347527278895108e-18
Q62_1op_Others,13.834474809991242,9.528717605605768e-18
Q21a1_① 매우 부족하다,13.823957878467036,9.857017029549955e-18
Q18a6_④ 보통,13.808513205968623,1.035974421296846e-17
Q59a4_⑥,13.699906000632751,1.4697741746368788e-17
Q19a1_④ 보통,13.633226906230849,1.821784710964793e-17
Q8_1m2_(결측),13.565539143127788,2.2653930271907785e-17
Q56_② 충분하지 않다,13.555245987318557,2.3417220279976638e-17
"Q45_2_기초생활 지원(긴급복지, 의료급여, 노숙인 지원 등)",13.55005608347701,2.3811771968578376e-17
Q11a1_300~ 400만원 미만,13.544648662764033,2.4229929269733755e-17
Q62_1op_거리가 깨끗하다,13.510016295575216,2.7087693864115826e-17
Q49a3_① 전혀 신뢰하지 않는다,13.437841224371814,3.4172084161957164e-17
Q49a2_⑥,13.434071950627665,3.4589198072379306e-17
DM32_권선구 권선2동,13.413213330499838,3.699115503662003e-17
Q15_1_현재 살고 있는 동,13.392678199498798,3.951864481114121e-17
Q24,13.390519398630987,3.979418082941781e-17
Q38a4_⑦ 매우 안전하다,13.355012911954024,4.461163092177497e-17
DM122_중소기업,13.352261518985305,4.500841052631559e-17
Q10_4_중소기업,13.352261518985305,4.500841052631559e-17
Q36_2a1_⑤,13.350263414093474,4.529876705757122e-17
Q46_⑤,13.270755341859932,5.850657871172022e-17
Q45_3a1_④ 보통,13.23420911489721,6.58074737438818e-17
Q1a2_⑦ 매우 그렇다,13.20793051588228,7.161357410293191e-17
Q36_3a3_④ 보통,13.152208647925095,8.567451119901376e-17
H10r3_생필품 구입비,13.148498066104931,8.670334965703479e-17
DM33_영통생활권,13.137842946941818,8.972686052730711e-17
Q47a3_있다,13.136539103340855,9.010400421062036e-17
Q36_3a2_④ 보통,13.116751500255523,9.602605181596884e-17
Q17a6_⑤,13.099807614995196,1.0140521366869098e-16
Q59a6_⑤,13.071061967348447,1.1122877867501091e-16
Q36_4a1_④ 보통,13.03645422451373,1.243254933838152e-16
Q36_2a1_⑥,13.032890070994481,1.2575889480709878e-16
H0a11n1_이혼,13.029584511360454,1.2710305487051674e-16
Q4a8_③,13.027118391893065,1.2811521135619638e-16
"Q22m2_박물관 관람(역사, 일상생활, 문화 등)",12.976228030209946,1.5089720262175443e-16
Q36_4a2_④ 보통,12.966945774839997,1.5546952413686962e-16
Q33a4_① 전혀 심각하지 않다,12.932916737291242,1.7344822908251763e-16
Q18a6_⑤,12.91879440017841,1.8150642138364908e-16
DM14_⑦,12.840378517694695,2.335558101270907e-16
Q52_⑦,12.840378517694695,2.335558101270907e-16
Q47a2_없다,12.81230010877586,2.5561978708795615e-16
DM7_20~30년 미만,12.749309634006774,3.129930524880746e-16
Q17a2_⑤,12.68403590267311,3.8605543401403464e-16
Q47a2_있다,12.644026625125786,4.390274129815324e-16
H10r2_경조사비,12.616765855556848,4.792225859910597e-16
"Q22m2_극장에서 영화 관람(TV, 컴퓨터를 이용한 영화 제외)",12.587851342795494,5.258820034636926e-16
"Q16_시내버스, 마을버스",12.558214817105977,5.784210933049083e-16
Q59a8_⑥,12.555835878723645,5.828591912343471e-16
Q17a3_⑦ 매우 잘 구축되어 있다,12.540581753303549,6.121368698762865e-16
Q16_지하철,12.534707554215077,6.23799347397616e-16
Q1a7_③,12.523931605454294,6.457739168649179e-16
Q49a2_④ 보통,12.504550923310159,6.872602483615239e-16
Q49a5_②,12.497513888689808,7.029740229847341e-16
Q32_④ 다소 만족한다,12.468114770150116,7.726006403350993e-16
Q17a2_③,12.46544156507473,7.792636288634212e-16
DM82_5인이상가구,12.42385983471832,8.90617586541671e-16
H3a2_① 매우 그렇다,12.273065189853403,1.4454436134166694e-15
Q45_3a2_⑤,12.249268195177212,1.5602097283809628e-15
"H8_900만원 이상 ~ 1,000만원 미만",12.242740457870342,1.5932528768851639e-15
"DM13_900만원 이상 ~ 1,000만원 미만",12.242740457870342,1.5932528768851639e-15
Q1a6_③,12.217420827060744,1.728171468070919e-15
H10r2_문화생활/오락비,12.206406031350273,1.7903732623895375e-15
Q18a5_④ 보통,12.179141034622981,1.9541340661958628e-15
Q11a2_100~ 200만원 미만,12.173948474178513,1.9869782729492974e-15
"Q37r2_대중교통 인프라 확대 및 편의성 증진, 자전거 이용 기반시설 확충",12.120918382471974,2.3556717673793113e-15
DM10_단독주택,12.090917328818081,2.5937631621501883e-15
H6_단독주택(다가구 포함),12.090917328818081,2.5937631621501883e-15
Q33a5_⑦ 매우 심각하다,12.05139038571173,2.944542943413294e-15
Q39a1_⑤,12.049610343300486,2.9614100606852583e-15
Q33a2_⑤,12.033443293028903,3.1190927219710596e-15
Q1a7_⑥,12.032288827749783,3.1306683489368024e-15
Q50a1_④ 보통,12.021488304323698,3.241064127071596e-15
Q11a1_500만원 이상,12.009639817397934,3.3666503194114e-15
DM32_팔달구 인계동,11.897392489627954,4.825952019611051e-15
