Variable Name,Variable Label,Value Code,Value Label
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),2,스포츠
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),3,각종 자격증
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),4,컴퓨터/IT
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),5,외국어
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),6,건강/의료
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),7,음악/미술/패션
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),8,취업/창업/경영
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),9,인문교양
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),10,경제/재테크
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),11,생활/취미
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),12,반려동물
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),13,놀이/게임
Q13m7,문13. 교육받고 싶은 평생학습 강좌(중복 응답),14,기타
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),1,직무능력 향상
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),2,스포츠
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),3,각종 자격증
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),4,컴퓨터/IT
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),5,외국어
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),6,건강/의료
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),7,음악/미술/패션
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),8,취업/창업/경영
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),9,인문교양
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),10,경제/재테크
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),11,생활/취미
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),12,반려동물
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),13,놀이/게임
Q13m8,문13. 교육받고 싶은 평생학습 강좌(중복 응답),14,기타
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),1,직무능력 향상
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),2,스포츠
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),3,각종 자격증
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),4,컴퓨터/IT
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),5,외국어
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),6,건강/의료
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),7,음악/미술/패션
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),8,취업/창업/경영
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),9,인문교양
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),10,경제/재테크
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),11,생활/취미
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),12,반려동물
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),13,놀이/게임
Q13m9,문13. 교육받고 싶은 평생학습 강좌(중복 응답),14,기타
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),1,직무능력 향상
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),2,스포츠
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),3,각종 자격증
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),4,컴퓨터/IT
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),5,외국어
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),6,건강/의료
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),7,음악/미술/패션
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),8,취업/창업/경영
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),9,인문교양
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),10,경제/재테크
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),11,생활/취미
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),12,반려동물
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),13,놀이/게임
Q13m10,문13. 교육받고 싶은 평생학습 강좌(중복 응답),14,기타
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),1,직무능력 향상
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),2,스포츠
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),3,각종 자격증
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),4,컴퓨터/IT
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),5,외국어
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),6,건강/의료
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),7,음악/미술/패션
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),8,취업/창업/경영
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),9,인문교양
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),10,경제/재테크
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),11,생활/취미
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),12,반려동물
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),13,놀이/게임
Q13m11,문13. 교육받고 싶은 평생학습 강좌(중복 응답),14,기타
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),1,직무능력 향상
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),2,스포츠
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),3,각종 자격증
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),4,컴퓨터/IT
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),5,외국어
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),6,건강/의료
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),7,음악/미술/패션
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),8,취업/창업/경영
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),9,인문교양
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),10,경제/재테크
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),11,생활/취미
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),12,반려동물
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),13,놀이/게임
Q13m12,문13. 교육받고 싶은 평생학습 강좌(중복 응답),14,기타
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),1,직무능력 향상
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),2,스포츠
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),3,각종 자격증
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),4,컴퓨터/IT
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),5,외국어
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),6,건강/의료
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),7,음악/미술/패션
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),8,취업/창업/경영
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),9,인문교양
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),10,경제/재테크
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),11,생활/취미
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),12,반려동물
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),13,놀이/게임
Q13m13,문13. 교육받고 싶은 평생학습 강좌(중복 응답),14,기타
Q13op,문13. 교육받고 싶은 평생학습 강좌_기타,,
Q14,문14. 희망하는 평생학습 강좌 수강 방법,1,직장 내 직무 연수 프로그램
Q14,문14. 희망하는 평생학습 강좌 수강 방법,2,학원 오프라인 강좌
Q14,문14. 희망하는 평생학습 강좌 수강 방법,3,대학 평생교육원 프로그램 (학위 취득과정 제외)
Q14,문14. 희망하는 평생학습 강좌 수강 방법,4,국가·지자체의 온라인평생학습포털 강좌
Q14,문14. 희망하는 평생학습 강좌 수강 방법,5,읍·면·동 주민센터 및 복지관 프로그램
Q14,문14. 희망하는 평생학습 강좌 수강 방법,6,백화점 문화센터 프로그램
Q14,문14. 희망하는 평생학습 강좌 수강 방법,7,TV·온라인 강좌 (공공 평생학습포털 강좌 제외)
Q14,문14. 희망하는 평생학습 강좌 수강 방법,8,학습 동아리
Q14,문14. 희망하는 평생학습 강좌 수강 방법,9,개인교습
Q14,문14. 희망하는 평생학습 강좌 수강 방법,10,기타
Q14op,문14. 희망하는 평생학습 강좌 수강 방법_기타,,
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",1,①전혀 만족하지 않는다
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",2,②
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",3,③
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",4,④보통
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",5,⑤
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",6,⑥
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",7,⑦매우 만족한다
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",7.1,불만족
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",7.2,보통
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",7.3,만족
Q15a1,"문15. 대중교통 수단 만족도 - 1. 버스(시내, 마을버스 등)",9,모름/무응답
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),1,①전혀 만족하지 않는다
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),2,②
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),3,③
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),4,④보통
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),5,⑤
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),6,⑥
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),7,⑦매우 만족한다
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),7.1,불만족
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),7.2,보통
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),7.3,만족
Q15a2,문15. 대중교통 수단 만족도 - 2. 지하철(기차 포함),9,모름/무응답
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,1,①전혀 만족하지 않는다
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,2,②
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,3,③
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,4,④보통
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,5,⑤
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,6,⑥
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,7,⑦매우 만족한다
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,7.1,불만족
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,7.2,보통
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,7.3,만족
Q15a3,문15. 대중교통 수단 만족도 - 3. 택시,9,모름/무응답
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,1,①전혀 만족하지 않는다
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,2,②
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,3,③
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,4,④보통
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,5,⑤
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,6,⑥
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,7,⑦매우 만족한다
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,7.1,불만족
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,7.2,보통
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,7.3,만족
Q15a4,문15. 대중교통 수단 만족도 - 4. 시외버스/고속버스,9,모름/무응답
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),1,①전혀 만족하지 않는다
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),2,②
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),3,③
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),4,④보통
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),5,⑤
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),6,⑥
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),7,⑦매우 만족한다
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),7.1,불만족
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),7.2,보통
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),7.3,만족
Q15a5,문15. 대중교통 수단 만족도 - 5. 킥보드 등 개인형 이동수단(PM),9,모름/무응답
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,1,①매우 개선이 필요하다
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,2,②
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,3,③
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,4,④보통
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,5,⑤
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,6,⑥
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,7,⑦매우 잘 마련되어 있다
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,7.1,개선 필요
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,7.2,보통
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,7.3,구축됨
Q16a1,문16. 수원시 교통환경 - 1. 교통인프라 환경,9,모름/무응답
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,1,①매우 개선이 필요하다
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,2,②
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,3,③
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,4,④보통
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,5,⑤
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,6,⑥
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,7,⑦매우 잘 마련되어 있다
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,7.1,개선 필요
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,7.2,보통
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,7.3,구축됨
Q16a2,문16. 수원시 교통환경 - 2. 교통약자 이용 환경,9,모름/무응답
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,1,①매우 개선이 필요하다
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,2,②
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,3,③
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,4,④보통
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,5,⑤
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,6,⑥
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,7,⑦매우 잘 마련되어 있다
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,7.1,개선 필요
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,7.2,보통
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,7.3,구축됨
Q16a3,문16. 수원시 교통환경 - 3. 자전거 등 개인 이동수단 환경,9,모름/무응답
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,1,①매우 개선이 필요하다
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,2,②
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,3,③
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,4,④보통
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,5,⑤
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,6,⑥
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,7,⑦매우 잘 마련되어 있다
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,7.1,개선 필요
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,7.2,보통
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,7.3,구축됨
Q16a4,문16. 수원시 교통환경 - 4. 보행환경,9,모름/무응답
Q17,문17. 통근·통학 여부,1,통근·통학을 한다
Q17,문17. 통근·통학 여부,2,통근·통학을 하지 않는다
Q17_1,문17-1. 통근·통학 시 이동 지역,1,현재 살고 있는 동
Q17_1,문17-1. 통근·통학 시 이동 지역,2,현재 살고 있는 구 내 다른 동
Q17_1,문17-1. 통근·통학 시 이동 지역,3,수원시 내 다른 구
Q17_1,문17-1. 통근·통학 시 이동 지역,4,수원시 외 다른 시
Q17_1a3op,문17-1. 통근·통학 시 이동 지역 - ③ 수원시 내 다른 구_기타,,
Q17_1a4op,문17-1. 통근·통학 시 이동 지역 - ④ 수원시 외 다른 시_기타,,
Q17_2,문17-2. 통근·통학 시 이용 교통수단,1,자차(승용차)
Q17_2,문17-2. 통근·통학 시 이용 교통수단,2,"시내버스, 마을버스"
Q17_2,문17-2. 통근·통학 시 이용 교통수단,3,지하철
Q17_2,문17-2. 통근·통학 시 이용 교통수단,4,통근버스
Q17_2,문17-2. 통근·통학 시 이용 교통수단,5,택시
Q17_2,문17-2. 통근·통학 시 이용 교통수단,6,자전거
Q17_2,문17-2. 통근·통학 시 이용 교통수단,7,"개인형 이동수단(전동 휠, 킥보드 등)"
Q17_2,문17-2. 통근·통학 시 이용 교통수단,8,도보 이동
Q17_2,문17-2. 통근·통학 시 이용 교통수단,9,기타
Q17_2op,문17-2. 통근·통학 시 이용 교통수단_기타,,
Q17_3a1,문17-3. 통근·통학 시 시간 - 시간,,
Q17_3a2,문17-3. 통근·통학 시 시간 - 분,,
Q17_4,문17-4. 통근·통학 환경 만족도,1,①전혀 만족하지 않는다
Q17_4,문17-4. 통근·통학 환경 만족도,2,②
Q17_4,문17-4. 통근·통학 환경 만족도,3,③
Q17_4,문17-4. 통근·통학 환경 만족도,4,④보통
Q17_4,문17-4. 통근·통학 환경 만족도,5,⑤
Q17_4,문17-4. 통근·통학 환경 만족도,6,⑥
Q17_4,문17-4. 통근·통학 환경 만족도,7,⑦매우 만족한다
Q17_4,문17-4. 통근·통학 환경 만족도,7.1,불만족
Q17_4,문17-4. 통근·통학 환경 만족도,7.2,보통
Q17_4,문17-4. 통근·통학 환경 만족도,7.3,만족
Q17_4,문17-4. 통근·통학 환경 만족도,9,모름/무응답
Q17_5,문17-5. 통근·통학 시 불편한 점,1,대중교통 운행횟수 부족(배차간격)
Q17_5,문17-5. 통근·통학 시 불편한 점,2,높은 이용요금
Q17_5,문17-5. 통근·통학 시 불편한 점,3,많은 환승 횟수
Q17_5,문17-5. 통근·통학 시 불편한 점,4,긴 통행거리
Q17_5,문17-5. 통근·통학 시 불편한 점,5,도로 혼잡
Q17_5,문17-5. 통근·통학 시 불편한 점,6,차내 혼잡
Q17_5,문17-5. 통근·통학 시 불편한 점,7,주차공간 부족
Q17_5,문17-5. 통근·통학 시 불편한 점,8,개인형 이동수단 반납장소 및 거치대 미흡
Q17_5,문17-5. 통근·통학 시 불편한 점,9,기타
Q17_5op,문17-5. 통근·통학 시 불편한 점_기타,,
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,1,①전혀 안전하지 않다
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,2,②
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,3,③
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,4,④보통
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,5,⑤
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,6,⑥
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,7,⑦매우 안전하다
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,7.1,안전하지 않음
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,7.2,보통
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,7.3,안전함
Q18a1,문18. 수원시 안전 수준 - 1. 자연재난,9,모름/무응답
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,1,①전혀 안전하지 않다
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,2,②
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,3,③
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,4,④보통
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,5,⑤
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,6,⑥
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,7,⑦매우 안전하다
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,7.1,안전하지 않음
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,7.2,보통
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,7.3,안전함
Q18a2,문18. 수원시 안전 수준 - 2. 사회재난,9,모름/무응답
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,1,①전혀 안전하지 않다
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,2,②
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,3,③
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,4,④보통
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,5,⑤
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,6,⑥
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,7,⑦매우 안전하다
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,7.1,안전하지 않음
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,7.2,보통
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,7.3,안전함
Q18a3,문18. 수원시 안전 수준 - 3. 정보보안,9,모름/무응답
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,1,①전혀 안전하지 않다
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,2,②
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,3,③
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,4,④보통
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,5,⑤
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,6,⑥
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,7,⑦매우 안전하다
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,7.1,안전하지 않음
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,7.2,보통
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,7.3,안전함
Q18a4,문18. 수원시 안전 수준 - 4. 감염병,9,모름/무응답
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,1,①전혀 안전하지 않다
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,2,②
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,3,③
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,4,④보통
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,5,⑤
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,6,⑥
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,7,⑦매우 안전하다
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,7.1,안전하지 않음
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,7.2,보통
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,7.3,안전함
Q18a5,문18. 수원시 안전 수준 - 5. 범죄위험,9,모름/무응답
Q19,문19. 수원시 내 CCTV 도움 여부,1,①매우 도움
Q19,문19. 수원시 내 CCTV 도움 여부,2,②약간 도움
Q19,문19. 수원시 내 CCTV 도움 여부,3,③별로 도움 안됨
Q19,문19. 수원시 내 CCTV 도움 여부,4,④전혀 도움 안됨
Q19,문19. 수원시 내 CCTV 도움 여부,4.1,도움됨
Q19,문19. 수원시 내 CCTV 도움 여부,4.2,도움되지 않음
Q19,문19. 수원시 내 CCTV 도움 여부,9,모름/무응답
Q19_1,문19-1. CCTV 확대 용도,1,범죄예방
Q19_1,문19-1. CCTV 확대 용도,2,재난대비
Q19_1,문19-1. CCTV 확대 용도,3,환경단속(청소)
Q19_1,문19-1. CCTV 확대 용도,4,불법주정차단속
Q19_1,문19-1. CCTV 확대 용도,5,기타
Q19_2,문19-2. 범죄예방 방법용 CCTV 우선 설치 지역,1,주택가 이면도로
Q19_2,문19-2. 범죄예방 방법용 CCTV 우선 설치 지역,2,학교주변
Q19_2,문19-2. 범죄예방 방법용 CCTV 우선 설치 지역,3,주요도로
Q19_2,문19-2. 범죄예방 방법용 CCTV 우선 설치 지역,4,기타
Q19_2op,문19-2. 범죄예방 방법용 CCTV 우선 설치 지역_기타,,
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,1,①위험이 매우 커졌다
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,2,②위험이 약간 커졌다
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,3,③5년 전과 비슷하다
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,4,④위험이 약간 줄었다
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,5,⑤위험이 많이 줄었다
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,5.1,증가
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,5.2,비슷
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,5.3,감소
Q20,문20. 5년 전 수원시민이 경험하는 위험 변화,9,모름/무응답
Q21,문21. 5년 후 수원시민이 경험하는 위험 변화 예측,1,①위험이 매우 커질 것이다
Q21,문21. 5년 후 수원시민이 경험하는 위험 변화 예측,2,②위험이 다소 커질 것이다
Q21,문21. 5년 후 수원시민이 경험하는 위험 변화 예측,3,③현재와 비슷할 것이다
Q21,문21. 5년 후 수원시민이 경험하는 위험 변화 예측,4,④위험이 약간 줄어들 것이다
Q21,문21. 5년 후 수원시민이 경험하는 위험 변화 예측,5,⑤위험이 많이 줄어들 것이다
